State,Place,Diocese,DioceseState
MI,eastpointe,Archdiocese of Detroit,MI
MI,eastwood,Diocese of Kalamazoo,MI
MI,eaton rapids,Diocese of Lansing,MI
MI,eau claire,Diocese of Kalamazoo,MI
MI,ecorse,Archdiocese of Detroit,MI
MI,edgemont park,Diocese of Lansing,MI
MI,edmore,Diocese of Grand Rapids,MI
MI,edwardsburg,Diocese of Kalamazoo,MI
MI,elberta,Diocese of Gaylord,MI
MI,elk rapids,Diocese of Gaylord,MI
MI,elkton,Diocese of Saginaw,MI
MI,ellsworth,Diocese of Gaylord,MI
MI,elsie,Diocese of Lansing,MI
MI,empire,Diocese of Gaylord,MI
MI,escanaba,Diocese of Marquette,MI
MI,essexville,Diocese of Saginaw,MI
MI,estral beach,Archdiocese of Detroit,MI
MI,evart,Diocese of Grand Rapids,MI
MI,fair plain,Diocese of Kalamazoo,MI
MI,fairgrove,Diocese of Saginaw,MI
MI,farmington,Archdiocese of Detroit,MI
MI,farmington hills,Archdiocese of Detroit,MI
MI,farwell,Diocese of Saginaw,MI
MI,fennville,Diocese of Kalamazoo,MI
MI,fenton,Diocese of Lansing,MI
MI,ferndale,Archdiocese of Detroit,MI
MI,ferrysburg,Diocese of Grand Rapids,MI
MI,fife lake,Diocese of Gaylord,MI
MI,flat rock,Archdiocese of Detroit,MI
MI,flint,Diocese of Lansing,MI
MI,flushing,Diocese of Lansing,MI
MI,forest hills,Diocese of Grand Rapids,MI
MI,fostoria,Diocese of Saginaw,MI
MI,fowler,Diocese of Lansing,MI
MI,fowlerville,Diocese of Lansing,MI
MI,frankenmuth,Diocese of Saginaw,MI
MI,frankfort,Diocese of Gaylord,MI
MI,franklin,Archdiocese of Detroit,MI
MI,fraser,Archdiocese of Detroit,MI
MI,freeland,Diocese of Saginaw,MI
MI,freeport,Diocese of Kalamazoo,MI
MI,fremont,Diocese of Grand Rapids,MI
MI,fruitport,Diocese of Grand Rapids,MI
MI,gaastra,Diocese of Marquette,MI
MI,gagetown,Diocese of Saginaw,MI
MI,gaines,Diocese of Lansing,MI
MI,galesburg,Diocese of Kalamazoo,MI
MI,galien,Diocese of Kalamazoo,MI
MI,garden city,Archdiocese of Detroit,MI
MI,gaylord,Diocese of Gaylord,MI
MI,gibraltar,Archdiocese of Detroit,MI
MI,gladstone,Diocese of Marquette,MI
MI,gladwin,Diocese of Saginaw,MI
MI,gobles,Diocese of Kalamazoo,MI
MI,goodrich,Diocese of Lansing,MI
MI,grand blanc,Diocese of Lansing,MI
MI,grand haven,Diocese of Grand Rapids,MI
MI,grand ledge,Diocese of Lansing,MI
MI,grand rapids,Diocese of Grand Rapids,MI
MI,grandville,Diocese of Grand Rapids,MI
MI,grant,Diocese of Grand Rapids,MI
MI,grass lake,Diocese of Lansing,MI
MI,grawn,Diocese of Gaylord,MI
MI,grayling,Diocese of Gaylord,MI
MI,greenville,Diocese of Grand Rapids,MI
MI,greilickville,Diocese of Gaylord,MI
MI,grosse ile,Archdiocese of Detroit,MI
MI,grosse pointe,Archdiocese of Detroit,MI
MI,grosse pointe farms,Archdiocese of Detroit,MI
MI,grosse pointe park,Archdiocese of Detroit,MI
MI,grosse pointe shores,Archdiocese of Detroit,MI
MI,grosse pointe woods,Archdiocese of Detroit,MI
MI,gwinn,Diocese of Marquette,MI
MI,hamtramck,Archdiocese of Detroit,MI
MI,hancock,Diocese of Marquette,MI
MI,hanover,Diocese of Lansing,MI
MI,harbor beach,Diocese of Saginaw,MI
MI,harbor springs,Diocese of Gaylord,MI
MI,hardwood acres,Diocese of Gaylord,MI
MI,haring,Diocese of Gaylord,MI
MI,harper woods,Archdiocese of Detroit,MI
MI,harrison,Diocese of Saginaw,MI
MI,harrisville,Diocese of Gaylord,MI
MI,hart,Diocese of Grand Rapids,MI
MI,hartford,Diocese of Kalamazoo,MI
MI,harvey,Diocese of Marquette,MI
MI,haslett,Diocese of Lansing,MI
MI,hastings,Diocese of Kalamazoo,MI
MI,hazel park,Archdiocese of Detroit,MI
MI,hemlock,Diocese of Saginaw,MI
MI,henderson,Diocese of Lansing,MI
MI,hersey,Diocese of Grand Rapids,MI
MI,hesperia,Diocese of Grand Rapids,MI
MI,hickory corners,Diocese of Kalamazoo,MI
MI,highland park,Archdiocese of Detroit,MI
MI,hillman,Diocese of Gaylord,MI
MI,hillsdale,Diocese of Lansing,MI
MI,holland,Diocese of Kalamazoo,MI
MI,holly,Archdiocese of Detroit,MI
MI,holt,Diocese of Lansing,MI
MI,homer,Diocese of Kalamazoo,MI
MI,honor,Diocese of Gaylord,MI
MI,hopkins,Diocese of Kalamazoo,MI
MI,horton bay,Diocese of Gaylord,MI
MI,houghton,Diocese of Marquette,MI
MI,houghton lake,Diocese of Gaylord,MI
MI,howard city,Diocese of Grand Rapids,MI
MI,howell,Diocese of Lansing,MI
MI,hubbard lake,Diocese of Gaylord,MI
MI,hubbardston,Diocese of Grand Rapids,MI
MI,hubbell,Diocese of Marquette,MI
MI,hudson,Diocese of Lansing,MI
MI,hudsonville,Diocese of Grand Rapids,MI
MI,huntington woods,Archdiocese of Detroit,MI
MI,imlay city,Archdiocese of Detroit,MI
MI,indian river,Diocese of Gaylord,MI
MI,inkster,Archdiocese of Detroit,MI
MI,interlochen,Diocese of Gaylord,MI
MI,ionia,Diocese of Grand Rapids,MI
MI,iron mountain,Diocese of Marquette,MI
MI,iron river,Diocese of Marquette,MI
MI,ironwood,Diocese of Marquette,MI
MI,ishpeming,Diocese of Marquette,MI
MI,ithaca,Diocese of Saginaw,MI
MI,jackson,Diocese of Lansing,MI
MI,jasper,Diocese of Lansing,MI
MI,jenison,Diocese of Grand Rapids,MI
MI,jonesville,Diocese of Lansing,MI
MI,k i sawyer air force base,Diocese of Marquette,MI
MI,kalamazoo,Diocese of Kalamazoo,MI
MI,kaleva,Diocese of Gaylord,MI
MI,kalkaska,Diocese of Gaylord,MI
MI,keego harbor,Archdiocese of Detroit,MI
MI,kent city,Diocese of Grand Rapids,MI
MI,kentwood,Diocese of Grand Rapids,MI
MI,kilmanagh,Diocese of Saginaw,MI
MI,kinde,Diocese of Saginaw,MI
MI,kingsford,Diocese of Marquette,MI
MI,kingsley,Diocese of Gaylord,MI
MI,kingston,Diocese of Saginaw,MI
MI,laingsburg,Diocese of Lansing,MI
MI,lake city,Diocese of Gaylord,MI
MI,lake fenton,Diocese of Lansing,MI
MI,lake isabella,Diocese of Saginaw,MI
MI,lake linden,Diocese of Marquette,MI
MI,lake michigan beach,Diocese of Kalamazoo,MI
MI,lake odessa,Diocese of Grand Rapids,MI
MI,lake orion,Archdiocese of Detroit,MI
MI,lakewood club,Diocese of Grand Rapids,MI
MI,lambertville,Archdiocese of Detroit,MI
MI,lanse,Diocese of Marquette,MI
MI,lansing,Diocese of Lansing,MI
MI,lapeer,Archdiocese of Detroit,MI
MI,lathrup village,Archdiocese of Detroit,MI
MI,laurium,Diocese of Marquette,MI
MI,lawrence,Diocese of Kalamazoo,MI
MI,lawton,Diocese of Kalamazoo,MI
MI,leland,Diocese of Gaylord,MI
MI,lennon,Diocese of Lansing,MI
MI,leonard,Archdiocese of Detroit,MI
MI,leslie,Diocese of Lansing,MI
MI,level parkoak park,Diocese of Kalamazoo,MI
MI,lewiston,Diocese of Gaylord,MI
MI,lexington,Diocese of Saginaw,MI
MI,lincoln,Diocese of Gaylord,MI
MI,lincoln park,Archdiocese of Detroit,MI
MI,linden,Diocese of Lansing,MI
MI,litchfield,Diocese of Lansing,MI
MI,livonia,Archdiocese of Detroit,MI
MI,lost lake woods,Diocese of Gaylord,MI
MI,lowell,Diocese of Grand Rapids,MI
MI,ludington,Diocese of Grand Rapids,MI
MI,luna pier,Archdiocese of Detroit,MI
MI,lupton,Diocese of Gaylord,MI
MI,luther,Diocese of Grand Rapids,MI
MI,lyons,Diocese of Grand Rapids,MI
MI,mackinac island,Diocese of Marquette,MI
MI,mackinaw city,Diocese of Gaylord,MI
MI,madison heights,Archdiocese of Detroit,MI
MI,mancelona,Diocese of Gaylord,MI
